0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,0
8.5,0
9,0
9.5,0
10,0
9.9939,0.34899
9.9756,0.69756
9.9452,1.0453
9.9027,1.3917
9.8481,1.7365
9.7815,2.0791
9.703,2.4192
9.6126,2.7564
9.5106,3.0902
9.3969,3.4202
9.2718,3.7461
9.1355,4.0674
8.9879,4.3837
8.8295,4.6947
8.6603,5
8.4805,5.2992
8.2904,5.5919
8.0902,5.8779
7.8801,6.1566
7.6604,6.4279
7.4314,6.6913
7.1934,6.9466
6.9466,7.1934
6.6913,7.4314
6.4279,7.6604
6.1566,7.8801
5.8779,8.0902
5.5919,8.2904
5.2992,8.4805
5,8.6603
4.6947,8.8295
4.3837,8.9879
4.0674,9.1355
3.7461,9.2718
3.4202,9.3969
3.0902,9.5106
2.7564,9.6126
2.4192,9.703
2.0791,9.7815
1.7365,9.8481
1.3917,9.9027
1.0453,9.9452
0.69756,9.9756
0.34899,9.9939
6.1232e-16,10
-0.34899,9.9939
-0.69756,9.9756
-1.0453,9.9452
-1.3917,9.9027
-1.7365,9.8481
-2.0791,9.7815
-2.4192,9.703
-2.7564,9.6126
-3.0902,9.5106
-3.4202,9.3969
-3.7461,9.2718
-4.0674,9.1355
-4.3837,8.9879
-4.6947,8.8295
-5,8.6603
-5.2992,8.4805
-5.5919,8.2904
-5.8779,8.0902
-6.1566,7.8801
-6.4279,7.6604
-6.6913,7.4314
-6.9466,7.1934
-7.1934,6.9466
-7.4314,6.6913
-7.6604,6.4279
-7.8801,6.1566
-8.0902,5.8779
-8.2904,5.5919
-8.4805,5.2992
-8.6603,5
-8.8295,4.6947
-8.9879,4.3837
-9.1355,4.0674
-9.2718,3.7461
-9.3969,3.4202
-9.5106,3.0902
-9.6126,2.7564
-9.703,2.4192
-9.7815,2.0791
-9.8481,1.7365
-9.9027,1.3917
-9.9452,1.0453
-9.9756,0.69756
-9.9939,0.34899
-10,1.2246e-15
-9.9939,-0.34899
-9.9756,-0.69756
-9.9452,-1.0453
-9.9027,-1.3917
-9.8481,-1.7365
-9.7815,-2.0791
-9.703,-2.4192
-9.6126,-2.7564
-9.5106,-3.0902
-9.3969,-3.4202
-9.2718,-3.7461
-9.1355,-4.0674
-8.9879,-4.3837
-8.8295,-4.6947
-8.6603,-5
-8.4805,-5.2992
-8.2904,-5.5919
-8.0902,-5.8779
-7.8801,-6.1566
-7.6604,-6.4279
-7.4314,-6.6913
-7.1934,-6.9466
-6.9466,-7.1934
-6.6913,-7.4314
-6.4279,-7.6604
-6.1566,-7.8801
-5.8779,-8.0902
-5.5919,-8.2904
-5.2992,-8.4805
-5,-8.6603
-4.6947,-8.8295
-4.3837,-8.9879
-4.0674,-9.1355
-3.7461,-9.2718
-3.4202,-9.3969
-3.0902,-9.5106
-2.7564,-9.6126
-2.4192,-9.703
-2.0791,-9.7815
-1.7365,-9.8481
-1.3917,-9.9027
-1.0453,-9.9452
-0.69756,-9.9756
-0.34899,-9.9939
-1.837e-15,-10
0.34899,-9.9939
0.69756,-9.9756
1.0453,-9.9452
1.3917,-9.9027
1.7365,-9.8481
2.0791,-9.7815
2.4192,-9.703
2.7564,-9.6126
3.0902,-9.5106
3.4202,-9.3969
3.7461,-9.2718
4.0674,-9.1355
4.3837,-8.9879
4.6947,-8.8295
5,-8.6603
5.2992,-8.4805
5.5919,-8.2904
5.8779,-8.0902
6.1566,-7.8801
6.4279,-7.6604
6.6913,-7.4314
6.9466,-7.1934
7.1934,-6.9466
7.4314,-6.6913
7.6604,-6.4279
7.8801,-6.1566
8.0902,-5.8779
8.2904,-5.5919
8.4805,-5.2992
8.6603,-5
8.8295,-4.6947
8.9879,-4.3837
9.1355,-4.0674
9.2718,-3.7461
9.3969,-3.4202
9.5106,-3.0902
9.6126,-2.7564
9.703,-2.4192
9.7815,-2.0791
9.8481,-1.7365
9.9027,-1.3917
9.9452,-1.0453
9.9756,-0.69756
9.9939,-0.34899
10,-2.4493e-15
